Year,Month,Global_Anomaly,NH_Anomaly,SH_Anomaly,Land_Anomaly,Ocean_Anomaly
1883,3,-0.09921345295699999,-0.11409547090054997,-0.08433143501344999,-0.13393816149194998,-0.06448874442204999
1883,4,-0.308481131153,-0.3393292442683,-0.2776330180377,-0.41644952705655003,-0.20051273524945
1883,5,-0.21084344765999996,-0.22138562004299997,-0.20030127527699995,-0.28463865434099994,-0.13704824097899998
1883,6,-0.06477106896139999,-0.06477106896139999,-0.06477106896139999,-0.08744094309789,-0.042101194824909996
1883,7,-0.12703624658399998,-0.12068443425479998,-0.1333880589132,-0.17149893288839999,-0.08257356027959999
1883,8,-0.206691586442,-0.1963570071199,-0.2170261657641,-0.27903364169670003,-0.1343495311873
1883,9,-0.21555232158999998,-0.21555232158999998,-0.21555232158999998,-0.2909956341465,-0.1401090090335
1883,10,-0.24945781725930002,-0.27440359898523004,-0.22451203553337,-0.33676805330005505,-0.16214758121854503
1883,11,-0.275450462614,-0.33054055513680003,-0.22036037009120002,-0.37185812452890005,-0.17904280069910003
1883,12,-0.27226723294,-0.340334041175,-0.204200424705,-0.367560764469,-0.176973701411
1884,1,-0.31630301969999997,-0.39537877462499993,-0.23722726477499997,-0.427009076595,-0.20559696280499998
1884,2,-0.20033157290800002,-0.2403978874896,-0.16026525832640004,-0.27044762342580003,-0.1302155223902
1884,3,-0.34193807295699996,-0.39322878390054994,-0.29064736201345,-0.46161639849194996,-0.22225974742204999
1884,4,-0.36066368115299996,-0.39673004926829997,-0.32459731303769995,-0.48689596955654996,-0.23443139274945
1884,5,-0.43347004766,-0.45514355004300006,-0.411796545277,-0.5851845643410001,-0.281755530979
1884,6,-0.3936114389614,-0.3936114389614,-0.3936114389614,-0.53137544259789,-0.25584743532491
1884,7,-0.46723182658400003,-0.4438702352548,-0.49059341791320005,-0.6307629658884001,-0.30370068727960003
1884,8,-0.34878414644199995,-0.33134493911989993,-0.3662233537641,-0.47085859769669997,-0.22670969518729997
1884,9,-0.41207766159,-0.41207766159,-0.41207766159,-0.5563048431465,-0.2678504800335
1884,10,-0.3745795972593,-0.41203755698523004,-0.33712163753337004,-0.505682456300055,-0.243476738218545
1884,11,-0.471408162614,-0.5656897951368,-0.3771265300912,-0.6364010195289,-0.30641530569909997
1884,12,-0.34111293294,-0.426391166175,-0.255834699705,-0.46050245946900004,-0.221723406411
1885,1,-0.5351700197,-0.6689625246249999,-0.401377514775,-0.722479526595,-0.347860512805
1885,2,-0.42863303290800003,-0.5143596394896001,-0.34290642632640006,-0.5786545944258,-0.27861147139020004
1885,3,-0.25811188295700005,-0.29682866540055003,-0.21939510051345004,-0.3484510419919501,-0.16777272392205003
1885,4,-0.510268841153,-0.5612957252683001,-0.4592419570377,-0.68886293555655,-0.33167474674945
1885,5,-0.47938004766000003,-0.503349050043,-0.455411045277,-0.6471630643410001,-0.31159703097900004
1885,6,-0.5313892689614,-0.5313892689614,-0.5313892689614,-0.71737551309789,-0.34540302482491003
1885,7,-0.320152196584,-0.3041445867548,-0.33615980641320004,-0.43220546538840005,-0.2080989277796
1885,8,-0.325099306442,-0.3088443411199,-0.34135427176410005,-0.4388840636967001,-0.21131454918730003
1885,9,-0.26199620159,-0.26199620159,-0.26199620159,-0.3536948721465,-0.17029753103349998
1885,10,-0.2724055672593,-0.29964612398523,-0.24516501053337,-0.367747515800055,-0.177063618718545
1885,11,-0.269928062614,-0.3239136751368,-0.2159424500912,-0.3644028845289,-0.1754532406991
1885,12,-0.07317602293999997,-0.09147002867499997,-0.05488201720499998,-0.09878763096899996,-0.04756441491099998
1886,1,-0.34819995969999995,-0.43524994962499997,-0.26114996977499993,-0.470069945595,-0.22632997380499997
1886,2,-0.360281092908,-0.4323373114896,-0.2882248743264,-0.4863794754258,-0.2341827103902
1886,3,-0.317102872957,-0.36466830390055,-0.26953744201345,-0.42808887849195004,-0.20611686742205002
1886,4,-0.23522521115300002,-0.25874773226830006,-0.2117026900377,-0.31755403505655005,-0.15289638724945
1886,5,-0.16675521766,-0.17509297854300002,-0.158417456777,-0.22511954384100002,-0.10839089147900001
1886,6,-0.4038553689614,-0.4038553689614,-0.4038553689614,-0.54520474809789,-0.26250598982491
1886,7,-0.208704326584,-0.1982691102548,-0.2191395429132,-0.2817508408884,-0.1356578122796
1886,8,-0.37853505644200003,-0.3596083036199,-0.3974618092641001,-0.5110223261967001,-0.24604778668730004
1886,9,-0.29455795159,-0.29455795159,-0.29455795159,-0.3976532346465,-0.1914626685335
1886,10,-0.3254774972593,-0.35802524698523003,-0.29292974753337,-0.439394621300055,-0.21156037321854498
1886,11,-0.377763242614,-0.4533158911368,-0.30221059409120005,-0.5099803775289,-0.2455461076991
1886,12,-0.24974908294,-0.31218635367500003,-0.187311812205,-0.33716126196900004,-0.162336903911
1887,1,-0.6243981197,-0.780497649625,-0.46829858977500005,-0.842937461595,-0.405858777805
1887,2,-0.535755192908,-0.6429062314896,-0.42860415432640003,-0.7232695104258,-0.3482408753902
1887,3,-0.285657222957,-0.32850580640055,-0.24280863951345003,-0.38563725099195006,-0.18567719492205
1887,4,-0.36491815115299997,-0.4014099662683,-0.3284263360377,-0.49263950405655,-0.23719679824944997
1887,5,-0.39985394766,-0.419846645043,-0.37986125027699996,-0.539802829341,-0.259905065979
1887,6,-0.4172359689614,-0.4172359689614,-0.4172359689614,-0.56326855809789,-0.27120337982491
1887,7,-0.290383846584,-0.2758646542548,-0.30490303891320003,-0.39201819288840006,-0.18874950027960002
1887,8,-0.36732467644199995,-0.34895844261989994,-0.38569091026409996,-0.49588831319669996,-0.23876103968729998
1887,9,-0.29317674159,-0.29317674159,-0.29317674159,-0.39578860114650005,-0.19056488203350003
1887,10,-0.36074368725929995,-0.39681805598522996,-0.32466931853336994,-0.48700397780005494,-0.23448339671854498
1887,11,-0.330322212614,-0.3963866551368,-0.26425777009120005,-0.44593498702890005,-0.21470943819910002
1887,12,-0.35845141293999994,-0.44806426617499995,-0.2688385597049999,-0.48390940746899996,-0.23299341841099996
1888,1,-0.5054055597,-0.631756949625,-0.379054169775,-0.682297505595,-0.328513613805
1888,2,-0.47522413290800003,-0.5702689594896,-0.38017930632640007,-0.6415525794258001,-0.30889568639020004
1888,3,-0.44313591295700006,-0.5096062999005501,-0.37666552601345005,-0.5982334824919501,-0.28803834342205004
1888,4,-0.235437341153,-0.2589810752683,-0.2118936070377,-0.31784041055655,-0.15303427174945
1888,5,-0.28599030766,-0.300289823043,-0.271690792277,-0.38608691534100004,-0.18589369997900002
1888,6,-0.2201159089614,-0.2201159089614,-0.2201159089614,-0.29715647709789,-0.14307534082491
1888,7,-0.246363846584,-0.2340456542548,-0.2586820389132,-0.33259119288840006,-0.16013650027960002
1888,8,-0.23285918644200002,-0.2212162271199,-0.24450214576410004,-0.31435990169670003,-0.1513584711873
1888,9,-0.23452932159,-0.23452932159,-0.23452932159,-0.3166145841465,-0.1524440590335
1888,10,-0.08426065725930001,-0.09268672298523002,-0.07583459153337002,-0.11375188730005503,-0.05476942721854501
1888,11,-0.15854791261400003,-0.19025749513680004,-0.12683833009120002,-0.21403968202890006,-0.10305614319910002
1888,12,-0.11729871294,-0.146623391175,-0.087974034705,-0.158353262469,-0.076244163411
1889,1,-0.1842015597,-0.23025194962499998,-0.138151169775,-0.248672105595,-0.119731013805
1889,2,0.104829294092,0.1257951529104,0.0838634352736,0.1415195470242,0.0681390411598
1889,3,0.070200212043,0.08073024384945,0.059670180236550005,0.09477028625805001,0.04563013782795
1889,4,0.025941628846999992,0.028535791731699994,0.023347465962299994,0.035021198943449995,0.016862058750549996
1889,5,-0.04491930765999999,-0.04716527304299999,-0.04267334227699999,-0.06064106534099999,-0.029197549978999995
1889,6,-0.1215477189614,-0.1215477189614,-0.1215477189614,-0.16408942059789,-0.07900601732491
1889,7,-0.20246782658400003,-0.19234443525480002,-0.21259121791320004,-0.2733315658884001,-0.13160408727960002
1889,8,-0.24409445644199998,-0.23188973361989998,-0.2562991792641,-0.3295275161967,-0.1586613966873
1889,9,-0.26365715158999997,-0.26365715158999997,-0.26365715158999997,-0.3559371546465,-0.1713771485335
1889,10,-0.28708110725930003,-0.3157892179852301,-0.25837299653337004,-0.3875594948000551,-0.18660271971854503
1889,11,-0.410837502614,-0.49300500313679996,-0.3286700020912,-0.5546306285289,-0.2670443766991
1889,12,-0.21511101293999998,-0.26888876617499996,-0.16133325970499998,-0.290399867469,-0.13982215841099999
1890,1,-0.4062613597,-0.507826699625,-0.304696019775,-0.548452835595,-0.264069883805
1890,2,-0.338621432908,-0.4063457194896,-0.2708971463264,-0.45713893442580006,-0.2201039313902
1890,3,-0.46693155295700006,-0.53697128590055,-0.39689182001345,-0.6303575964919501,-0.30350550942205007
1890,4,-0.383866051153,-0.4222526562683,-0.3454794460377,-0.51821916905655,-0.24951293324945
1890,5,-0.41687844766,-0.437722370043,-0.39603452527699995,-0.5627859043410001,-0.270970990979
1890,6,-0.3902725689614,-0.3902725689614,-0.3902725689614,-0.52686796809789,-0.25367716982491
1890,7,-0.397267826584,-0.3774044352548,-0.4171312179132,-0.5363115658884,-0.2582240872796
1890,8,-0.397787146442,-0.37789778911989996,-0.4176765037641,-0.5370126476967,-0.2585616451873
1890,9,-0.39094936159,-0.39094936159,-0.39094936159,-0.5277816381465,-0.2541170850335
1890,10,-0.3630099672593,-0.39931096398523,-0.32670897053337,-0.49006345580005506,-0.23595647871854503
1890,11,-0.569368762614,-0.6832425151368,-0.4554950100912001,-0.7686478295289001,-0.37008969569910005
1890,12,-0.24990891293999998,-0.31238614117499997,-0.187431684705,-0.33737703246899997,-0.16244079341099998
1891,1,-0.4647687597,-0.580960949625,-0.34857656977499996,-0.627437825595,-0.302099693805
1891,2,-0.48279469290800003,-0.5793536314896001,-0.38623575432640006,-0.6517728354258001,-0.3138165503902
1891,3,-0.20631440295700001,-0.23726156340055,-0.17536724251345,-0.27852444399195003,-0.13410436192205002
1891,4,-0.32986245115300006,-0.3628486962683001,-0.29687620603770004,-0.4453143090565501,-0.21441059324945005
1891,5,-0.22159574766,-0.232675535043,-0.210515960277,-0.29915425934100004,-0.144037235979
1891,6,-0.2709439689614,-0.2709439689614,-0.2709439689614,-0.36577435809789,-0.17611357982491
1891,7,-0.311729286584,-0.2961428222548,-0.32731575091320003,-0.42083453688840006,-0.20262403627960002
1891,8,-0.289768306442,-0.27527989111990003,-0.3042567217641,-0.39118721369670006,-0.1883493991873
1891,9,-0.17573079159,-0.17573079159,-0.17573079159,-0.2372365686465,-0.1142250145335
1891,10,-0.2604799672593,-0.28652796398523,-0.23443197053337,-0.35164795580005503,-0.169311978718545
1891,11,-0.432128562614,-0.5185542751368,-0.34570285009120005,-0.5833735595289,-0.2808835656991
1891,12,-0.09240631293999998,-0.11550789117499999,-0.06930473470499998,-0.12474852246899999,-0.06006410341099999
1892,1,-0.36197095970000004,-0.45246369962500005,-0.27147821977500003,-0.4886607955950001,-0.23528112380500002
1892,2,-0.17801789290800002,-0.2136214714896,-0.14241431432640003,-0.24032415542580005,-0.11571163039020002
1892,3,-0.372165452957,-0.42799027090055,-0.31634063501345,-0.50242336149195,-0.24190754442205
1892,4,-0.42899198115299997,-0.4718911792683,-0.3860927830377,-0.57913917455655,-0.27884478774945
1892,5,-0.33934044766,-0.356307470043,-0.32237342527699997,-0.458109604341,-0.220571290979
1892,6,-0.33709240896139997,-0.33709240896139997,-0.33709240896139997,-0.45507475209789,-0.21911006582491
1892,7,-0.501479566584,-0.47640558825479995,-0.5265535449132,-0.6769974148883999,-0.32596171827959997
1892,8,-0.440227106442,-0.4182157511199,-0.46223846176410005,-0.5943065936967,-0.28614761918730003
1892,9,-0.30153760159,-0.30153760159,-0.30153760159,-0.4070757621465,-0.1959994410335
1892,10,-0.36325169725929995,-0.39957686698523,-0.32692652753337,-0.49038979130005494,-0.23611360321854497
1892,11,-0.564486062614,-0.6773832751368,-0.45158885009120003,-0.7620561845289001,-0.36691594069910005
1892,12,-0.6583774029399999,-0.8229717536749999,-0.49378305220499996,-0.8888094939689999,-0.42794531191099994
1893,1,-0.9303001597000001,-1.1628751996250002,-0.6977251197750001,-1.2559052155950003,-0.6046951038050001
1893,2,-0.7360403929079999,-0.8832484714896,-0.5888323143263999,-0.9936545304258,-0.47842625539019995
1893,3,-0.27203015295699995,-0.3128346759005499,-0.23122563001344995,-0.36724070649194995,-0.17681959942204997
1893,4,-0.40023593115299994,-0.44025952426829995,-0.3602123380377,-0.5403185070565499,-0.26015335524945
1893,5,-0.45764158766,-0.48052366704300004,-0.434759508277,-0.6178161433410001,-0.29746703197900004
1893,6,-0.35814234896139996,-0.35814234896139996,-0.35814234896139996,-0.48349217109789,-0.23279252682490997
1893,7,-0.16429702658400003,-0.15608217525480003,-0.17251187791320002,-0.22180098588840005,-0.10679306727960002
1893,8,-0.224131636442,-0.21292505461989997,-0.2353382182641,-0.3025777091967,-0.14568556368729998
1893,9,-0.28342685159,-0.28342685159,-0.28342685159,-0.3826262496465,-0.18422745353349998
1893,10,-0.23149456725929998,-0.25464402398523,-0.20834511053337,-0.312517665800055,-0.150471468718545
1893,11,-0.303929212614,-0.3647150551368,-0.24314337009120002,-0.41030443702890007,-0.19755398819910003
1893,12,-0.34580638294,-0.432257978675,-0.259354787205,-0.46683861696900003,-0.224774148911
1894,1,-0.5208313597,-0.651039199625,-0.39062351977500004,-0.7031223355950001,-0.33854038380500007
1894,2,-0.308962462908,-0.37075495548959997,-0.2471699703264,-0.41709932492580004,-0.20082560089020002
1894,3,-0.34863337295700003,-0.40092837890055,-0.29633836701345,-0.4706550534919501,-0.22661169242205004
1894,4,-0.415246281153,-0.45677090926830005,-0.3737216530377,-0.56058247955655,-0.26991008274945
1894,5,-0.40091077766,-0.42095631654300003,-0.38086523877699996,-0.541229549841,-0.260592005479
1894,6,-0.4854840689614,-0.4854840689614,-0.4854840689614,-0.65540349309789,-0.31556464482491003
1894,7,-0.30953624658400003,-0.2940594342548,-0.32501305891320004,-0.4178739328884001,-0.20119856027960004
1894,8,-0.283673846442,-0.26949015411989996,-0.29785753876410004,-0.38295969269670005,-0.1843880001873
1894,9,-0.35399299159,-0.35399299159,-0.35399299159,-0.4778905386465,-0.23009544453349998
1894,10,-0.3250299272593,-0.35753291998523007,-0.29252693453337003,-0.4387904018000551,-0.21126945271854503
1894,11,-0.353141462614,-0.4237697551368,-0.28251317009119997,-0.4767409745289,-0.2295419506991
1894,12,-0.40763403294,-0.509542541175,-0.30572552470500003,-0.550305944469,-0.264962121411
1895,1,-0.5266554597,-0.6583193246250001,-0.394991594775,-0.7109848705950002,-0.34232604880500006
1895,2,-0.522054552908,-0.6264654634896,-0.4176436423264,-0.7047736464258,-0.3393354593902
1895,3,-0.4601123829570001,-0.5291292404005501,-0.39109552551345006,-0.6211517169919502,-0.29907304892205006
1895,4,-0.340052251153,-0.3740574762683,-0.3060470260377,-0.45907053905655,-0.22103396324945
1895,5,-0.35615294766,-0.373960595043,-0.338345300277,-0.480806479341,-0.231499415979
1895,6,-0.3261719989614,-0.3261719989614,-0.3261719989614,-0.44033219859789,-0.21201179932491
1895,7,-0.249649466584,-0.23716699325479998,-0.2621319399132,-0.3370267798884,-0.1622721532796
1895,8,-0.303084966442,-0.2879307181199,-0.3182392147641,-0.4091647046967,-0.1970052281873
1895,9,-0.30270120158999997,-0.30270120158999997,-0.30270120158999997,-0.4086466221465,-0.1967557810335
1895,10,-0.24002752725930002,-0.26403027998523004,-0.21602477453337002,-0.32403716180005504,-0.15601789271854502
1895,11,-0.214519362614,-0.2574232351368,-0.17161549009120003,-0.28960113952890004,-0.1394375856991
1895,12,-0.22897755293999997,-0.28622194117499994,-0.17173316470499997,-0.30911969646899995,-0.14883540941099999
1896,1,-0.2047715197,-0.255964399625,-0.153578639775,-0.276441551595,-0.133101487805
1896,2,-0.218667532908,-0.2624010394896,-0.1749340263264,-0.29520116942580005,-0.14213389639020002
1896,3,-0.430801652957,-0.49542190090055,-0.36618140501345,-0.5815822314919501,-0.28002107442205004
1896,4,-0.42065408115299996,-0.4627194892683,-0.3785886730377,-0.56788300955655,-0.27342515274945
1896,5,-0.23453394765999996,-0.24626064504299996,-0.22280725027699996,-0.316620829341,-0.15244706597899998
1896,6,-0.12910472896140002,-0.12910472896140002,-0.12910472896140002,-0.17429138409789002,-0.08391807382491001
1896,7,-0.096190956584,-0.0913814087548,-0.10100050441319999,-0.1298577913884,-0.0625241217796
1896,8,-0.10186023644200001,-0.0967672246199,-0.10695324826410002,-0.13751131919670004,-0.06620915368730002
1896,9,-0.06945022159000001,-0.06945022159000001,-0.06945022159000001,-0.09375779914650002,-0.04514264403350001
1896,10,-0.043353017259300006,-0.04768831898523001,-0.03901771553337001,-0.058526573300055014,-0.028179461218545004
1896,11,-0.210196232614,-0.2522354791368,-0.1681569860912,-0.28376491402890003,-0.1366275511991
1896,12,0.04832841706000002,0.06041052132500002,0.03624631279500001,0.06524336303100003,0.031413471089000014
1897,1,-0.1801341197,-0.22516764962500002,-0.135100589775,-0.24318106159500003,-0.11708717780500001
1897,2,-0.22752723290799998,-0.27303267948959997,-0.18202178632639998,-0.3071617644258,-0.1478927013902
1897,3,-0.260666722957,-0.29976673140055,-0.22156671451345,-0.35190007599195,-0.16943336992205
1897,4,-0.0006509511530000123,-0.0007160462683000135,-0.000585856037700011,-0.0008787840565500166,-0.000423118249450008
1897,5,-0.008806267659999992,-0.009246581042999991,-0.008365954276999992,-0.01188846134099999,-0.0057240739789999944
1897,6,-0.0753375489614,-0.0753375489614,-0.0753375489614,-0.10170569109789002,-0.04896940682491001
1897,7,-0.101435896584,-0.0963641017548,-0.1065076914132,-0.13693846038840002,-0.0659333327796
1897,8,-0.111900786442,-0.10630574711989998,-0.1174958257641,-0.1510660616967,-0.0727355111873
1897,9,-0.09071795159,-0.09071795159,-0.09071795159,-0.1224692346465,-0.0589666685335
1897,10,-0.1320987672593,-0.14530864398523002,-0.11888889053337001,-0.178333335800055,-0.085864198718545
1897,11,-0.312244242614,-0.3746930911368,-0.24979539409120002,-0.42152972752890006,-0.20295875769910002
1897,12,-0.32240973293999997,-0.40301216617499996,-0.24180729970499998,-0.435253139469,-0.20956632641099998
1898,1,-0.07558599969999999,-0.094482499625,-0.05668949977499999,-0.10204109959499999,-0.049130899804999996
1898,2,-0.43396689290799995,-0.5207602714895999,-0.3471735143264,-0.5858553054258,-0.28207848039019995
1898,3,-0.683910602957,-0.7864971934005499,-0.58132401251345,-0.9232793139919501,-0.44454189192205
1898,4,-0.552380421153,-0.6076184632683,-0.49714237903770003,-0.74571356855655,-0.35904727374945
1898,5,-0.43540724766,-0.457177610043,-0.413636885277,-0.587799784341,-0.283014710979
1898,6,-0.2398326689614,-0.2398326689614,-0.2398326689614,-0.32377410309789,-0.15589123482491
1898,7,-0.302237096584,-0.2871252417548,-0.3173489514132,-0.40802008038840004,-0.1964541127796
1898,8,-0.32384800644199996,-0.30765560611989995,-0.34004040676409997,-0.43719480869669997,-0.21050120418729998
1898,9,-0.27424988158999997,-0.27424988158999997,-0.27424988158999997,-0.3702373401465,-0.17826242303349998
1898,10,-0.4022435672593,-0.44246792398523005,-0.36201921053337,-0.543028815800055,-0.261458318718545
1898,11,-0.397002342614,-0.4764028111368,-0.31760187409120005,-0.5359531625289,-0.25805152269910003
1898,12,-0.33595719294000004,-0.41994649117500005,-0.25196789470500003,-0.45354221046900006,-0.21837217541100004
1899,1,-0.2339748797,-0.292468599625,-0.175481159775,-0.315866087595,-0.15208367180500001
1899,2,-0.41757829290799997,-0.5010939514895999,-0.3340626343264,-0.5637306954258,-0.2714258903902
1899,3,-0.41391655295700003,-0.47600403590055,-0.35182907001345004,-0.55878734649195,-0.26904575942205
1899,4,-0.309623901153,-0.3405862912683,-0.2786615110377,-0.41799226655655,-0.20125553574945
1899,5,-0.24549734765999998,-0.25777221504299996,-0.23322248027699996,-0.331421419341,-0.15957327597899998
1899,6,-0.4127224189614,-0.4127224189614,-0.4127224189614,-0.55717526559789,-0.26826957232491
1899,7,-0.275774566584,-0.2619858382548,-0.28956329491320004,-0.37229566488840005,-0.1792534682796
1899,8,-0.165860926442,-0.1575678801199,-0.17415397276410002,-0.22391225069670004,-0.10780960218730001
1899,9,-0.05733765159,-0.05733765159,-0.05733765159,-0.0774058296465,-0.0372694735335
1899,10,-0.10216298725930001,-0.11237928598523002,-0.09194668853337001,-0.13792003280005502,-0.06640594171854501
1899,11,0.051305517386000005,0.0615666208632,0.04104441390880001,0.06926244847110001,0.033348586300900006
1899,12,-0.31666141293999994,-0.3958267661749999,-0.23749605970499996,-0.4274929074689999,-0.20582991841099996
1900,1,-0.37154085969999995,-0.46442607462499996,-0.27865564477499993,-0.501580160595,-0.24150155880499996
1900,2,-0.08194235290800002,-0.09833082348960002,-0.06555388232640001,-0.11062217642580004,-0.053262529390200014
1900,3,-0.049478012956999995,-0.05689971490054999,-0.04205631101345,-0.06679531749195,-0.032160708422049995
1900,4,-0.11723646115300002,-0.12896010726830004,-0.10551281503770002,-0.15826922255655004,-0.07620369974945002
1900,5,-0.18791938766,-0.197315357043,-0.178523418277,-0.253691173341,-0.122147601979
1900,6,-0.12878871896139998,-0.12878871896139998,-0.12878871896139998,-0.17386477059789,-0.08371266732490999
1900,7,-0.12122903658400001,-0.1151675847548,-0.1272904884132,-0.16365919938840004,-0.07879887377960001
1900,8,-0.139024686442,-0.1320734521199,-0.14597592076410001,-0.18768332669670001,-0.0903660461873
1900,9,-0.10719244159,-0.10719244159,-0.10719244159,-0.1447097961465,-0.0696750870335
1900,10,0.015904639740699993,0.017495103714769995,0.014314175766629994,0.02147126364994499,0.010338015831454996
1900,11,-0.159290662614,-0.19114879513679997,-0.1274325300912,-0.2150423945289,-0.1035389306991
1900,12,-0.08231061294,-0.10288826617499999,-0.061732959705,-0.11111932746900001,-0.053501898411000004
1901,1,-0.15435701970000001,-0.19294627462500002,-0.115767764775,-0.20838197659500005,-0.10033206280500001
1901,2,-0.14837935290799997,-0.17805522348959996,-0.11870348232639999,-0.20031212642579999,-0.09644657939019999
1901,3,-0.030310772956999993,-0.03485738890054999,-0.025764157013449994,-0.04091954349194999,-0.019702002422049995
1901,4,-0.05674385115300001,-0.06241823626830002,-0.05106946603770001,-0.07660419905655003,-0.03688350324945001
1901,5,-0.12184090766,-0.127932953043,-0.11574886227699999,-0.16448522534100002,-0.079196589979
1901,6,-0.16155466896139997,-0.16155466896139997,-0.16155466896139997,-0.21809880309788998,-0.10501053482490999
1901,7,-0.257301296584,-0.2444362317548,-0.27016636141320005,-0.3473567503884001,-0.16724584277960003
1901,8,-0.140406206442,-0.13338589611989998,-0.1474265167641,-0.18954837869670002,-0.0912640341873
1901,9,-0.27048762159,-0.27048762159,-0.27048762159,-0.3651582891465,-0.1758169540335
1901,10,-0.2619165872593,-0.28810824598523005,-0.23572492853337002,-0.353587392800055,-0.17024578171854501
1901,11,-0.275826542614,-0.3309918511368,-0.22066123409120003,-0.37236583252890004,-0.17928725269910004
1901,12,-0.33483206294,-0.418540078675,-0.25112404720500003,-0.452023284969,-0.217640840911
1902,1,-0.3154495397,-0.394311924625,-0.236587154775,-0.42585687859500004,-0.20504220080500002
1902,2,-0.114098532908,-0.1369182394896,-0.0912788263264,-0.1540330194258,-0.0741640463902
1902,3,-0.30631300295700004,-0.35225995340055,-0.26036605251345,-0.4135225539919501,-0.19910345192205003
1902,4,-0.33624575115300004,-0.3698703262683001,-0.30262117603770006,-0.45393176405655006,-0.21855973824945002
1902,5,-0.32200590766,-0.338106203043,-0.30590561227699997,-0.434707975341,-0.20930383997899998
1902,6,-0.35559086896139996,-0.35559086896139996,-0.35559086896139996,-0.48004767309789,-0.23113406482490997
